region,duration,entry_year,entry_month,entry_hour
Intermountain,,2020,6,1
Intermountain,56.0,2023,12,1
Intermountain,41.0,2022,10,2
Intermountain,41.0,2022,11,22
Intermountain,,2024,8,5
Intermountain,,2024,9,19
Intermountain,56.0,2023,11,17
Intermountain,18.0,2021,2,1
Intermountain,,2024,10,22
Intermountain,18.0,2021,4,17
Intermountain,64.0,2024,10,20
Intermountain,41.0,2022,7,15
Intermountain,3.0,2020,2,19
Intermountain,,2020,7,6
Intermountain,41.0,2022,12,11
Intermountain,18.0,2021,4,19
Intermountain,41.0,2022,2,9
Intermountain,58.0,2023,8,7
Intermountain,58.0,2023,4,12
Intermountain,40.0,2022,12,23
Intermountain,18.0,2021,5,2
Intermountain,,2020,10,7
Intermountain,13.0,2020,4,14
Intermountain,57.0,2023,10,23
Intermountain,18.0,2021,7,2
Intermountain,,2024,10,0
Intermountain,40.0,2022,1,17
Intermountain,,2020,1,5
Intermountain,13.0,2020,2,9
Intermountain,17.0,2021,11,8
Intermountain,,2024,2,1
Intermountain,58.0,2023,9,15
Intermountain,13.0,2020,7,11
Intermountain,,2024,8,2
Intermountain,40.0,2022,3,9
Intermountain,41.0,2022,9,13
Intermountain,41.0,2022,6,14
Intermountain,,2021,1,2
Intermountain,,2023,5,13
Intermountain,64.0,2024,4,2
Intermountain,41.0,2022,12,6
Intermountain,13.0,2020,9,4
Intermountain,18.0,2021,8,1
Intermountain,,2023,2,7
Intermountain,41.0,2022,10,14
Intermountain,,2023,2,19
Intermountain,,2020,12,12
Intermountain,18.0,2021,2,15
Intermountain,18.0,2021,6,14
Intermountain,41.0,2022,10,3
Intermountain,58.0,2023,1,10
Intermountain,18.0,2021,12,18
Intermountain,18.0,2021,3,21
Pacific West,58.0,2023,6,2
Pacific West,18.0,2021,8,20
Pacific West,,2023,2,15
Pacific West,58.0,2023,1,2
Pacific West,41.0,2022,2,1
Pacific West,,2024,7,1
Pacific West,,2024,4,10
Pacific West,13.0,2020,2,11
Pacific West,17.0,2021,12,9
Pacific West,,2024,1,9
Pacific West,17.0,2021,9,6
Pacific West,57.0,2023,3,9
Pacific West,17.0,2021,4,18
Pacific West,57.0,2023,11,1
Pacific West,,2024,3,6
Pacific West,,2024,5,16
Pacific West,41.0,2022,2,2
Pacific West,14.0,2020,8,8
Pacific West,14.0,2020,7,8
Pacific West,,2024,9,10
Pacific West,41.0,2022,11,15
Pacific West,,2024,9,3
Pacific West,,2024,7,9
Pacific West,,2021,6,11
Pacific West,15.0,2020,5,21
Pacific West,16.0,2021,8,15
Pacific West,,2021,11,1
Pacific West,14.0,2020,6,8
Pacific West,14.0,2020,4,17
Pacific West,16.0,2021,2,1
Pacific West,16.0,2021,7,5
Pacific West,14.0,2020,1,7
Pacific West,14.0,2020,9,1
Pacific West,14.0,2020,9,15
Pacific West,,2024,4,17
Pacific West,14.0,2020,10,9
Pacific West,57.0,2023,3,17
Pacific West,57.0,2023,1,15
Pacific West,,2020,3,20
Pacific West,41.0,2022,1,5
Pacific West,14.0,2020,1,21
Pacific West,14.0,2020,4,3
Pacific West,41.0,2022,10,17
Pacific West,17.0,2021,2,19
Pacific West,40.0,2022,1,14
Pacific West,57.0,2023,8,12
Pacific West,38.0,2022,12,18
Pacific West,14.0,2020,6,8
Pacific West,38.0,2022,5,0
Pacific West,57.0,2023,10,0
Pacific West,57.0,2023,1,15
Pacific West,58.0,2023,1,8
Pacific West,,2024,5,21
Pacific West,57.0,2023,5,16
Pacific West,57.0,2023,12,17
Pacific West,,2024,5,22
Pacific West,38.0,2022,1,4
Pacific West,,2022,5,23
Pacific West,17.0,2021,9,19
Pacific West,17.0,2021,8,21
Pacific West,,2024,7,16
Pacific West,14.0,2020,11,15
Pacific West,38.0,2022,11,2
Pacific West,57.0,2023,5,20
Pacific West,38.0,2022,11,20
Pacific West,17.0,2021,10,23
Pacific West,10.0,2020,12,21
Pacific West,10.0,2020,5,23
Pacific West,17.0,2021,2,15
Pacific West,10.0,2020,4,17
Pacific West,62.0,2024,3,2
Pacific West,,2024,3,21
Pacific West,57.0,2023,12,18
Pacific West,,2024,7,17
Pacific West,57.0,2023,11,21
Pacific West,,2024,10,17
Pacific West,19.0,2021,7,18
Pacific West,37.0,2022,10,22
Pacific West,,2024,6,6
Pacific West,58.0,2023,7,17
Pacific West,10.0,2020,4,12
Pacific West,55.0,2023,3,3
Pacific West,,2023,3,18
Pacific West,11.0,2020,11,14
Pacific West,19.0,2021,9,7
Pacific West,19.0,2021,11,16
Pacific West,,2024,1,4
Pacific West,37.0,2022,5,0
Pacific West,52.0,2023,9,23
Pacific West,52.0,2023,1,11
Pacific West,62.0,2024,6,13
Pacific West,19.0,2021,10,7
Pacific West,,2021,3,13
Pacific West,52.0,2023,5,15
Pacific West,38.0,2022,4,15
Pacific West,52.0,2023,6,14
Pacific West,,2021,3,10
Pacific West,38.0,2022,6,8
Pacific West,,2020,12,9
Pacific West,,2024,9,0
Pacific West,,2024,2,13
Pacific West,,2022,4,10
Pacific West,9.0,2020,10,1
Pacific West,52.0,2023,2,20
Pacific West,52.0,2023,7,8
Pacific West,38.0,2022,6,1
Pacific West,20.0,2021,5,4
Pacific West,52.0,2023,1,2
Pacific West,,2024,6,13
Pacific West,63.0,2024,5,2
Pacific West,,2024,5,18
Pacific West,9.0,2020,7,8
Pacific West,20.0,2021,8,15
Intermountain,,2023,2,16
Intermountain,38.0,2022,6,7
Intermountain,52.0,2023,2,18
Intermountain,19.0,2021,10,1
Intermountain,52.0,2023,11,19
Intermountain,52.0,2023,1,16
Intermountain,,2021,7,23
Intermountain,10.0,2020,10,3
Intermountain,52.0,2023,6,0
Intermountain,,2021,5,1
Intermountain,37.0,2022,8,21
Intermountain,9.0,2020,1,9
Intermountain,19.0,2021,3,17
Intermountain,19.0,2021,7,6
Intermountain,52.0,2023,6,19
Intermountain,,2024,10,8
Intermountain,52.0,2023,2,14
Intermountain,37.0,2022,7,2
Intermountain,37.0,2022,2,20
Intermountain,52.0,2023,4,9
Intermountain,,2024,7,6
Intermountain,,2021,6,10
Intermountain,,2020,7,7
Intermountain,19.0,2021,12,9
Intermountain,,2023,1,9
Intermountain,,2023,6,23
Intermountain,37.0,2022,3,21
Intermountain,12.0,2020,8,19
Intermountain,52.0,2023,6,7
Intermountain,37.0,2022,11,1
Intermountain,,2022,5,5
Intermountain,52.0,2023,5,6
Intermountain,,2021,10,3
Intermountain,37.0,2022,3,20
Intermountain,,2020,4,4
Intermountain,11.0,2020,10,20
Intermountain,52.0,2023,9,1
Intermountain,,2020,7,10
Intermountain,,2024,5,9
Intermountain,37.0,2022,4,12
Intermountain,,2021,8,6
Intermountain,18.0,2021,3,16
Intermountain,,2024,3,8
Intermountain,37.0,2022,10,12
Intermountain,,2024,5,2
Intermountain,,2024,7,22
Intermountain,,2021,8,19
Intermountain,,2024,6,22
Intermountain,11.0,2020,3,22
Intermountain,37.0,2022,7,18
Intermountain,,2022,5,13
Intermountain,,2023,10,20
Intermountain,19.0,2021,8,21
Intermountain,53.0,2023,5,5
Intermountain,37.0,2022,4,14
Intermountain,53.0,2023,9,12
Intermountain,11.0,2020,11,15
Intermountain,63.0,2024,3,9
Intermountain,37.0,2022,8,20
Intermountain,,2024,6,13
Intermountain,19.0,2021,1,22
Intermountain,53.0,2023,9,21
Intermountain,11.0,2020,9,15
Intermountain,,2022,8,6
Intermountain,37.0,2022,5,13
Intermountain,37.0,2022,4,9
Intermountain,19.0,2021,1,13
Intermountain,19.0,2021,2,12
Intermountain,53.0,2023,6,8
Intermountain,11.0,2020,7,18
Intermountain,37.0,2022,1,1
Intermountain,37.0,2022,5,0
Intermountain,53.0,2023,1,11
Intermountain,62.0,2024,8,15
Intermountain,53.0,2023,11,1
Southeast,53.0,2023,3,19
Southeast,53.0,2023,3,20
Southeast,18.0,2021,12,17
Southeast,18.0,2021,11,16
Southeast,,2024,10,6
Southeast,,2024,6,2
Southeast,11.0,2020,8,5
Southeast,16.0,2021,12,16
Southeast,,2024,5,21
Southeast,,2024,5,11
Southeast,53.0,2023,5,3
Southeast,15.0,2021,11,10
Southeast,,2021,11,19
Southeast,,2020,12,6
Southeast,,2020,7,1
Southeast,,2021,11,23
Southeast,38.0,2022,4,22
Southeast,15.0,2021,9,7
Southeast,15.0,2021,11,7
Southeast,15.0,2021,8,3
Southeast,11.0,2020,8,12
Southeast,11.0,2020,2,19
Southeast,,2024,1,17
Southeast,11.0,2020,11,6
Southeast,15.0,2021,12,5
Southeast,52.0,2023,6,7
Southeast,12.0,2020,12,3
Southeast,,2024,5,2
Southeast,,2024,2,21
Southeast,,2023,2,10
Southeast,39.0,2022,12,11
Southeast,39.0,2022,5,23
Southeast,63.0,2024,10,20
Southeast,12.0,2020,7,11
Southeast,63.0,2024,7,5
Southeast,12.0,2020,7,17
Southeast,12.0,2020,1,2
Southeast,,2022,7,3
Southeast,9.0,2020,8,9
Southeast,,2020,6,23
Southeast,10.0,2020,5,1
Southeast,63.0,2024,5,20
Southeast,52.0,2023,6,1
Southeast,39.0,2022,1,12
Southeast,39.0,2022,11,22
Southeast,9.0,2020,7,21
Southeast,9.0,2020,10,6
Southeast,52.0,2023,2,1
Southeast,39.0,2022,10,4
Southeast,39.0,2022,5,17
Southeast,39.0,2022,3,16
Southeast,,2024,3,11
Southeast,10.0,2020,8,1
Southeast,52.0,2023,9,1
Southeast,,2022,11,8
Southeast,10.0,2020,12,12
Southeast,,2024,6,0
Southeast,,2023,2,5
Southeast,39.0,2022,11,19
Southeast,39.0,2022,8,15
Southeast,52.0,2023,11,8
Southeast,,2024,3,9
Southeast,51.0,2023,4,13
Southeast,51.0,2023,8,14
Southeast,39.0,2022,11,5
Southeast,,2020,1,19
Southeast,,2024,9,23
Southeast,39.0,2022,12,12
Southeast,15.0,2021,3,15
Southeast,,2023,8,5
Southeast,15.0,2021,2,23
Southeast,15.0,2021,8,12
Southeast,14.0,2020,8,9
Southeast,,2024,9,5
Southeast,16.0,2021,7,5
Southeast,,2024,9,14
Southeast,14.0,2020,6,3
Southeast,14.0,2020,12,21
Southeast,,2024,2,16
Southeast,16.0,2021,5,10
Southeast,14.0,2020,11,0
Southeast,39.0,2022,2,17
Southeast,16.0,2021,6,15
Southeast,,2024,1,0
Intermountain,51.0,2023,12,10
Intermountain,51.0,2023,6,14
Intermountain,13.0,2020,8,17
Intermountain,39.0,2022,3,8
Intermountain,51.0,2023,11,12
Intermountain,16.0,2021,8,18
Intermountain,15.0,2021,3,12
Intermountain,15.0,2021,6,2
Intermountain,,2024,2,4
Intermountain,39.0,2022,2,20
Intermountain,16.0,2021,2,6
Intermountain,12.0,2020,6,20
Intermountain,16.0,2021,12,23
Intermountain,,2024,4,17
Intermountain,13.0,2020,10,13
Intermountain,16.0,2021,6,9
Intermountain,51.0,2023,4,14
Intermountain,38.0,2022,8,16
Intermountain,,2021,10,18
Intermountain,38.0,2022,11,15
Intermountain,,2021,10,17
Intermountain,51.0,2023,4,5
Intermountain,15.0,2021,2,16
Intermountain,,2021,4,11
Intermountain,,2023,10,23
Intermountain,,2024,3,4
Intermountain,50.0,2023,1,10
Intermountain,7.0,2020,6,0
Intermountain,20.0,2021,11,18
Intermountain,13.0,2020,11,12
Intermountain,13.0,2020,8,15
Intermountain,13.0,2020,4,14
Intermountain,,2024,2,21
Intermountain,50.0,2023,2,16
Intermountain,50.0,2023,8,20
Intermountain,16.0,2021,2,4
Intermountain,38.0,2022,2,14
Intermountain,38.0,2022,5,20
Intermountain,,2024,7,11
Intermountain,,2024,10,13
Intermountain,51.0,2023,2,19
Intermountain,,2022,7,5
Intermountain,38.0,2022,7,22
Intermountain,15.0,2021,5,11
Intermountain,51.0,2023,10,12
Intermountain,,2022,12,5
Intermountain,16.0,2021,8,4
Intermountain,38.0,2022,4,2
Intermountain,16.0,2021,9,23
Intermountain,,2022,4,15
Intermountain,11.0,2020,5,14
Intermountain,11.0,2020,12,19
Intermountain,38.0,2022,8,5
Intermountain,11.0,2020,10,7
Intermountain,51.0,2023,10,9
Intermountain,13.0,2020,8,11
Intermountain,39.0,2022,4,11
Intermountain,,2024,4,15
Intermountain,38.0,2022,2,8
Intermountain,,2024,6,20
Intermountain,11.0,2020,9,3
Intermountain,18.0,2021,6,19
Intermountain,18.0,2021,3,13
Intermountain,,2021,7,0
Intermountain,38.0,2022,11,5
Intermountain,38.0,2022,1,17
Intermountain,19.0,2021,12,15
Intermountain,51.0,2023,4,2
Intermountain,,2021,9,1
Intermountain,38.0,2022,2,13
Intermountain,38.0,2022,12,10
Intermountain,38.0,2022,11,17
Intermountain,,2020,7,3
Intermountain,51.0,2023,5,2
Intermountain,,2024,1,6
Intermountain,51.0,2023,9,4
Intermountain,38.0,2022,10,15
Intermountain,17.0,2021,1,18
Intermountain,51.0,2023,11,10
Intermountain,17.0,2021,10,7
Intermountain,52.0,2023,4,21
Intermountain,38.0,2022,11,9
Intermountain,52.0,2023,4,3
Intermountain,38.0,2022,7,8
Pacific West,38.0,2022,8,18
Pacific West,14.0,2020,4,16
Pacific West,39.0,2022,2,21
Pacific West,,2021,7,18
Pacific West,17.0,2021,8,0
Pacific West,13.0,2020,3,11
Pacific West,42.0,2022,7,13
Pacific West,12.0,2020,12,23
Pacific West,42.0,2022,3,14
Pacific West,,2024,4,20
Pacific West,17.0,2021,7,22
Pacific West,52.0,2023,5,1
Pacific West,,2024,1,4
Pacific West,18.0,2021,12,19
Pacific West,18.0,2021,11,22
Pacific West,3.0,2020,4,20
Pacific West,44.0,2022,4,22
Pacific West,,2024,10,13
Pacific West,3.0,2020,3,14
Pacific West,,2020,5,1
Pacific West,4.0,2020,6,23
Pacific West,,2024,6,22
Pacific West,17.0,2021,4,20
Pacific West,67.0,2024,5,0
Pacific West,18.0,2021,11,13
Pacific West,52.0,2023,11,6
Pacific West,3.0,2020,4,23
Pacific West,51.0,2023,10,20
Pacific West,43.0,2022,8,7
Pacific West,4.0,2020,9,21
Pacific West,51.0,2023,6,23
Pacific West,51.0,2023,1,12
Pacific West,,2021,1,3
Pacific West,4.0,2020,10,4
Pacific West,51.0,2023,10,23
Pacific West,16.0,2021,7,2
Pacific West,,2024,4,4
Pacific West,51.0,2023,5,16
Pacific West,,2020,11,7
Pacific West,67.0,2024,3,18
Pacific West,,2024,2,12
Pacific West,44.0,2022,4,9
Pacific West,,2023,6,16
Pacific West,,2024,8,16
Pacific West,,2020,3,22
Pacific West,44.0,2022,3,10
Pacific West,,2024,7,2
Pacific West,1.0,2020,5,5
Pacific West,,2024,9,6
Pacific West,44.0,2022,5,2
Pacific West,,2023,4,2
Pacific West,,2024,2,13
Pacific West,,2022,2,15
Pacific West,1.0,2020,3,21
Pacific West,67.0,2024,3,6
Pacific West,43.0,2022,4,6
Pacific West,19.0,2021,11,20
Pacific West,19.0,2021,7,17
Pacific West,2.0,2020,4,4
Pacific West,20.0,2021,2,23
Pacific West,,2024,5,17
Pacific West,44.0,2022,2,1
Pacific West,,2020,11,16
Pacific West,,2023,3,15
Pacific West,51.0,2023,4,23
Pacific West,18.0,2021,12,16
Pacific West,18.0,2021,4,14
Pacific West,8.0,2020,9,0
Pacific West,18.0,2021,6,12
Pacific West,44.0,2022,2,1
Pacific West,44.0,2022,7,15
Pacific West,51.0,2023,8,16
Pacific West,,2024,1,13
Pacific West,19.0,2021,9,6
Pacific West,52.0,2023,10,19
Pacific West,,2024,7,22
Pacific West,,2022,8,21
Pacific West,53.0,2023,2,5
Pacific West,54.0,2023,7,16
Pacific West,54.0,2023,3,11
Pacific West,44.0,2022,10,3
Pacific West,54.0,2023,4,11
Pacific West,,2024,6,6
Pacific West,,2024,8,19
Pacific West,44.0,2022,8,0
Pacific West,16.0,2021,10,14
Pacific West,54.0,2023,2,10
Pacific West,6.0,2020,2,15
Pacific West,,2021,10,16
Pacific West,5.0,2020,5,18
Pacific West,15.0,2021,12,13
Pacific West,6.0,2020,5,13
Pacific West,16.0,2021,2,13
Pacific West,6.0,2020,7,8
Pacific West,54.0,2023,3,17
Pacific West,44.0,2022,6,7
Pacific West,15.0,2021,6,6
Pacific West,,2024,2,14
Pacific West,54.0,2023,4,20
Pacific West,,2023,5,2
Pacific West,6.0,2020,6,19
Pacific West,,2024,6,16
Pacific West,28.0,2021,10,21
Pacific West,6.0,2020,12,4
Pacific West,54.0,2023,8,15
Pacific West,,2024,10,22
Pacific West,6.0,2020,2,4
Pacific West,,2022,8,21
Pacific West,,2024,3,19
Pacific West,6.0,2020,5,12
Pacific West,,2024,8,18
Pacific West,28.0,2021,8,11
Pacific West,42.0,2022,5,21
Pacific West,29.0,2021,2,3
Pacific West,29.0,2021,3,18
Pacific West,7.0,2020,3,15
Pacific West,7.0,2020,6,11
Pacific West,26.0,2021,4,19
Pacific West,54.0,2023,7,7
Pacific West,25.0,2021,8,3
Pacific West,,2024,1,18
Pacific West,,2020,8,19
Pacific West,27.0,2021,12,12
Pacific West,5.0,2020,12,11
Pacific West,54.0,2023,6,2
Pacific West,,2024,10,11
Pacific West,,2022,8,21
Pacific West,27.0,2021,1,14
Pacific West,,2021,1,21
Pacific West,65.0,2024,7,5
Pacific West,65.0,2024,6,4
Pacific West,26.0,2021,3,18
Pacific West,27.0,2021,8,3
Pacific West,,2023,4,9
Pacific West,54.0,2023,8,16
Pacific West,64.0,2024,6,14
Pacific West,42.0,2022,5,20
Pacific West,26.0,2021,6,18
Pacific West,26.0,2021,12,17
Pacific West,54.0,2023,3,14
Pacific West,27.0,2021,10,13
Pacific West,27.0,2021,2,17
Pacific West,54.0,2023,1,5
Pacific West,54.0,2023,12,7
Pacific West,27.0,2021,4,3
Pacific West,54.0,2023,8,10
Pacific West,27.0,2021,12,8
Pacific West,,2020,1,6
Pacific West,54.0,2023,1,7
Pacific West,8.0,2020,10,12
Pacific West,54.0,2023,2,1
Pacific West,54.0,2023,8,6
Pacific West,42.0,2022,8,5
Pacific West,55.0,2023,12,23
Pacific West,8.0,2020,5,14
Pacific West,,2024,8,5
Pacific West,64.0,2024,3,3
Pacific West,42.0,2022,7,2
Pacific West,64.0,2024,4,6
Pacific West,42.0,2022,9,18
Pacific West,,2024,5,15
Pacific West,55.0,2023,1,5
Pacific West,42.0,2022,12,16
Pacific West,25.0,2021,8,13
Pacific West,55.0,2023,6,16
Pacific West,42.0,2022,8,14
Pacific West,,2024,6,18
Pacific West,,2023,7,10
Pacific West,26.0,2021,3,0
Pacific West,55.0,2023,1,7
Pacific West,26.0,2021,5,12
Pacific West,,2024,10,13
Pacific West,7.0,2020,5,12
Midwest,42.0,2022,12,23
Midwest,,2021,10,19
Midwest,,2024,6,23
Midwest,27.0,2021,2,18
Midwest,2.0,2020,9,16
Midwest,,2020,7,0
Midwest,55.0,2023,9,8
Midwest,,2022,8,6
Midwest,,2024,4,15
Midwest,29.0,2021,1,9
Midwest,,2024,4,18
Midwest,29.0,2021,9,1
Midwest,,2024,6,5
Midwest,55.0,2023,5,6
Midwest,2.0,2020,7,4
Midwest,43.0,2022,5,21
Midwest,43.0,2022,4,16
Midwest,28.0,2021,6,18
Midwest,2.0,2020,3,21
Midwest,43.0,2022,6,20
Midwest,,2021,3,2
Midwest,64.0,2024,2,23
Midwest,43.0,2022,3,23
Midwest,29.0,2021,5,2
Midwest,2.0,2020,3,7
Midwest,2.0,2020,8,1
Midwest,29.0,2021,7,10
Midwest,,2022,8,18
Midwest,55.0,2023,1,18
Midwest,43.0,2022,11,5
Midwest,,2024,10,9
Midwest,43.0,2022,10,12
Midwest,,2023,12,22
Midwest,,2020,11,4
Midwest,1.0,2020,7,22
Midwest,,2023,6,18
Midwest,28.0,2021,2,15
Midwest,,2024,3,8
Midwest,55.0,2023,9,10
Midwest,,2023,3,0
Midwest,1.0,2020,7,7
Midwest,,2024,5,11
Midwest,28.0,2021,1,3
Midwest,43.0,2022,10,13
Midwest,27.0,2021,9,21
Midwest,43.0,2022,11,23
Midwest,55.0,2023,10,17
Midwest,28.0,2021,6,16
Midwest,28.0,2021,3,4
Midwest,64.0,2024,8,18
Midwest,4.0,2020,6,4
Midwest,54.0,2023,7,10
Midwest,28.0,2021,5,2
Midwest,53.0,2023,11,19
Midwest,4.0,2020,10,14
Midwest,43.0,2022,2,8
Midwest,64.0,2024,2,6
Midwest,,2020,9,14
Midwest,64.0,2024,8,3
Midwest,53.0,2023,3,7
Midwest,21.0,2021,7,7
Midwest,64.0,2024,9,21
Midwest,,2022,7,1
Midwest,,2024,6,9
Midwest,,2024,3,20
Midwest,,2024,4,16
Midwest,,2024,4,12
Midwest,43.0,2022,7,8
Midwest,3.0,2020,1,21
Midwest,42.0,2022,3,15
Midwest,,2021,3,23
Midwest,,2020,8,20
Midwest,53.0,2023,5,23
Midwest,,2024,1,1
Midwest,53.0,2023,9,8
Midwest,43.0,2022,7,18
Midwest,65.0,2024,3,10
Midwest,53.0,2023,4,17
Midwest,43.0,2022,4,9
Midwest,53.0,2023,7,1
Midwest,22.0,2021,2,18
Midwest,,2021,6,3
Midwest,13.0,2020,12,10
Midwest,,2022,7,9
Midwest,,2024,8,7
Midwest,43.0,2022,11,21
Midwest,,2024,7,2
Midwest,22.0,2021,2,15
Midwest,12.0,2020,11,2
Midwest,43.0,2022,7,17
Midwest,53.0,2023,1,13
Midwest,43.0,2022,7,1
Midwest,,2022,12,19
Midwest,53.0,2023,10,0
Midwest,43.0,2022,9,10
Midwest,13.0,2020,9,18
Midwest,20.0,2021,4,16
Midwest,20.0,2021,9,8
Midwest,43.0,2022,8,13
Midwest,,2022,5,12
Midwest,20.0,2021,6,9
Midwest,53.0,2023,9,16
Midwest,42.0,2022,1,21
Midwest,,2024,1,18
Midwest,,2023,1,7
Midwest,14.0,2020,12,17
Midwest,42.0,2022,11,18
Midwest,42.0,2022,12,0
Midwest,,2022,10,13
Midwest,,2020,9,7
Midwest,21.0,2021,10,21
Midwest,,2022,6,10
Midwest,,2024,3,11
Midwest,53.0,2023,10,13
Midwest,53.0,2023,5,21
Midwest,42.0,2022,3,1
Midwest,,2020,5,7
Midwest,,2021,11,18
Midwest,20.0,2021,11,23
Midwest,65.0,2024,1,12
Midwest,53.0,2023,6,19
Midwest,,2020,2,0
Midwest,,2023,8,17
Midwest,,2024,3,13
Midwest,42.0,2022,6,17
Midwest,,2024,6,20
Midwest,24.0,2021,10,1
Midwest,37.0,2022,1,18
Midwest,24.0,2021,2,6
Midwest,42.0,2022,10,18
Midwest,24.0,2021,9,21
Midwest,53.0,2023,2,18
Midwest,54.0,2023,1,2
Midwest,,2024,6,11
Midwest,42.0,2022,2,14
Midwest,24.0,2021,10,9
Midwest,11.0,2020,1,10
Midwest,12.0,2020,7,13
Midwest,,2021,5,16
Midwest,,2024,3,20
Midwest,,2024,10,11
Midwest,42.0,2022,2,0
Midwest,,2024,10,6
Midwest,42.0,2022,11,7
Midwest,42.0,2022,2,18
Midwest,54.0,2023,8,23
Midwest,24.0,2021,2,11
Midwest,54.0,2023,8,19
Midwest,11.0,2020,6,5
Midwest,54.0,2023,8,12
Midwest,44.0,2022,10,12
Midwest,23.0,2021,2,19
Midwest,,2024,10,16
Midwest,44.0,2022,8,5
Midwest,54.0,2023,10,8
Midwest,54.0,2023,3,18
Midwest,11.0,2020,11,7
Midwest,54.0,2023,9,5
Midwest,,2024,3,22
Midwest,,2022,1,0
Midwest,22.0,2021,1,6
Midwest,53.0,2023,9,6
Midwest,22.0,2021,8,18
Midwest,53.0,2023,7,15
Midwest,53.0,2023,11,12
Midwest,44.0,2022,4,14
Midwest,44.0,2022,9,18
Midwest,53.0,2023,4,22
Midwest,,2022,7,16
Midwest,,2024,9,23
Midwest,,2024,7,5
Midwest,13.0,2020,9,13
Midwest,44.0,2022,10,4
Midwest,23.0,2021,8,3
Midwest,,2024,3,7
Midwest,,2024,4,1
Midwest,53.0,2023,12,5
Midwest,53.0,2023,3,7
Midwest,53.0,2023,4,11
Midwest,53.0,2023,4,8
Midwest,,2020,9,1
Midwest,,2020,2,19
Midwest,44.0,2022,3,20
Midwest,,2024,8,19
Midwest,,2024,4,3
Midwest,37.0,2022,2,16
Midwest,5.0,2020,1,2
Midwest,53.0,2023,12,6
Midwest,,2021,2,21
Midwest,65.0,2024,5,12
Midwest,53.0,2023,11,18
Midwest,,2024,9,15
Midwest,,2024,1,9
Midwest,23.0,2021,5,16
Midwest,23.0,2021,9,22
Midwest,,2024,2,11
Midwest,13.0,2020,9,11
Midwest,12.0,2020,5,9
Midwest,29.0,2022,1,11
Midwest,53.0,2023,10,4
Midwest,13.0,2020,9,14
Midwest,,2022,3,3
Midwest,,2024,1,18
Midwest,29.0,2022,4,17
Midwest,,2024,1,7
Midwest,29.0,2022,12,1
Midwest,23.0,2021,7,2
Midwest,,2024,6,2
Midwest,,2023,2,10
Midwest,,2021,8,6
Midwest,,2021,9,10
Midwest,10.0,2020,11,3
Midwest,10.0,2020,1,15
Midwest,29.0,2022,2,1
Pacific West,53.0,2023,3,7
Pacific West,23.0,2021,11,4
Pacific West,,2021,5,20
Pacific West,23.0,2021,1,2
Pacific West,54.0,2023,11,18
Pacific West,,2020,7,23
Pacific West,12.0,2020,3,6
Pacific West,30.0,2022,5,16
Pacific West,23.0,2021,4,14
Pacific West,,2023,1,4
Pacific West,,2024,3,1
Pacific West,30.0,2022,6,15
Pacific West,54.0,2023,12,1
Pacific West,54.0,2023,6,7
Pacific West,23.0,2021,3,9
Pacific West,65.0,2024,5,13
Pacific West,11.0,2020,10,18
Pacific West,,2023,3,11
Pacific West,24.0,2021,7,4
Pacific West,,2022,12,5
Pacific West,11.0,2020,9,8
Pacific West,24.0,2021,8,17
Pacific West,11.0,2020,7,6
Pacific West,24.0,2021,5,19
Pacific West,54.0,2023,12,18
Pacific West,,2022,1,15
Pacific West,30.0,2022,2,2
Pacific West,54.0,2023,11,4
Pacific West,54.0,2023,12,22
Pacific West,,2022,2,20
Pacific West,24.0,2021,1,12
Pacific West,54.0,2023,5,23
Pacific West,9.0,2020,6,2
Pacific West,10.0,2020,1,3
Pacific West,9.0,2020,7,9
Pacific West,30.0,2022,8,14
Pacific West,,2023,9,18
Pacific West,9.0,2020,4,12
Pacific West,30.0,2022,8,7
Pacific West,53.0,2023,1,8
Pacific West,,2023,11,17
Pacific West,30.0,2022,12,22
Pacific West,53.0,2023,11,3
Pacific West,53.0,2023,12,8
Pacific West,,2024,5,0
Pacific West,30.0,2022,3,19
Pacific West,10.0,2020,11,22
Pacific West,,2024,9,8
Pacific West,10.0,2020,5,8
Pacific West,21.0,2021,7,14
Pacific West,30.0,2022,12,9
Pacific West,10.0,2020,3,0
Pacific West,,2024,10,23
Pacific West,,2024,1,0
Pacific West,10.0,2020,2,19
Pacific West,,2020,5,0
Pacific West,,2024,1,4
Pacific West,53.0,2023,4,2
Pacific West,30.0,2022,4,4
Pacific West,30.0,2022,12,5
Pacific West,20.0,2021,3,14
Pacific West,,2020,10,9
Pacific West,20.0,2021,12,8
Pacific West,20.0,2021,3,7
Pacific West,20.0,2021,2,0
Pacific West,20.0,2021,3,3
Pacific West,53.0,2023,11,11
Pacific West,53.0,2023,4,15
Pacific West,13.0,2020,2,20
Pacific West,,2021,12,20
Pacific West,53.0,2023,9,0
Pacific West,13.0,2020,6,20
Pacific West,12.0,2020,6,3
Pacific West,,2022,4,0
Pacific West,22.0,2021,12,7
Pacific West,13.0,2020,9,23
Pacific West,22.0,2021,3,2
Pacific West,13.0,2020,11,7
Pacific West,,2021,6,6
Alaska,22.0,2021,6,12
Alaska,,2024,3,9
Alaska,,2022,12,1
Alaska,65.0,2024,9,0
Alaska,,2022,6,17
Alaska,,2024,3,22
Alaska,22.0,2021,3,7
Alaska,,2024,4,19
Alaska,22.0,2021,6,2
Alaska,3.0,2020,8,15
Alaska,,2023,7,15
